,Country,EdLevel,YearsCodePro,Salary
22998,India,Master’s degree,3.0,19546.0
22999,Canada,Bachelor’s degree,5.0,77900.0
23001,India,Bachelor’s degree,0.5,184296.0
23011,Germany,Post graduation,8.0,60427.0
23024,India,Master’s degree,3.0,11169.0
23028,Australia,Bachelor’s degree,13.0,86853.0
23033,United States of America,Bachelor’s degree,2.0,90000.0
23034,India,Bachelor’s degree,3.0,13962.0
23036,India,Master’s degree,10.0,12564.0
23039,India,Bachelor’s degree,5.0,25131.0
23040,Netherlands,Master’s degree,21.0,77832.0
23057,France,Less than a Bachelors degree,4.0,25944.0
23063,Germany,Master’s degree,1.0,51887.0
23070,Spain,Master’s degree,2.0,22056.0
23074,Germany,Master’s degree,12.0,83236.0
23076,Australia,Less than a Bachelors degree,23.0,73491.0
23080,United Kingdom of Great Britain and Northern Ireland,Post graduation,35.0,129259.0
23082,India,Bachelor’s degree,14.0,27923.0
23083,United States of America,Bachelor’s degree,21.0,180000.0
23086,Italy,Less than a Bachelors degree,27.0,27240.0
23088,France,Master’s degree,6.0,47023.0
23090,Germany,Less than a Bachelors degree,2.0,36324.0
23092,India,Bachelor’s degree,2.0,12566.0
23093,France,Master’s degree,2.0,37834.0
23095,Spain,Less than a Bachelors degree,14.0,28105.0
23097,Germany,Bachelor’s degree,4.0,51888.0
23109,Germany,Bachelor’s degree,6.0,75669.0
23110,United States of America,Less than a Bachelors degree,8.0,80000.0
23114,Germany,Master’s degree,11.0,90802.0
23119,Australia,Bachelor’s degree,6.0,67478.0
23120,Spain,Master’s degree,9.0,45401.0
23135,India,Master’s degree,7.0,23735.0
23137,France,Bachelor’s degree,22.0,41508.0
23147,India,Bachelor’s degree,7.0,217800.0
23148,India,Bachelor’s degree,2.0,32112.0
23151,India,Master’s degree,8.0,17731.0
23152,India,Bachelor’s degree,3.0,15358.0
23172,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,142185.0
23176,India,Bachelor’s degree,8.0,12564.0
23179,United States of America,Bachelor’s degree,0.5,116000.0
23182,Germany,Bachelor’s degree,17.0,48644.0
23193,Germany,Less than a Bachelors degree,6.0,32424.0
23203,Spain,Master’s degree,5.0,25944.0
23208,India,Master’s degree,3.0,12564.0
23210,Germany,Master’s degree,6.0,84316.0
23211,India,Bachelor’s degree,2.0,11588.0
23214,Germany,Master’s degree,8.0,64859.0
23216,Germany,Less than a Bachelors degree,12.0,64859.0
23234,Netherlands,Bachelor’s degree,5.0,58139.0
23240,Germany,Bachelor’s degree,5.0,55776.0
23246,Germany,Bachelor’s degree,14.0,54049.0
23247,India,Bachelor’s degree,7.0,36864.0
23251,Australia,Bachelor’s degree,15.0,60129.0
23257,Germany,Less than a Bachelors degree,3.0,37834.0
23264,Netherlands,Less than a Bachelors degree,15.0,70264.0
23265,India,Bachelor’s degree,10.0,62828.0
23272,Germany,Less than a Bachelors degree,21.0,77831.0
23274,Germany,Bachelor’s degree,37.0,61292.0
23282,Germany,Master’s degree,0.5,31128.0
23292,Spain,Bachelor’s degree,7.0,59454.0
23297,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,74970.0
23305,India,Bachelor’s degree,6.0,13404.0
23312,India,Bachelor’s degree,7.0,16752.0
23320,Italy,Bachelor’s degree,6.0,27025.0
23321,Germany,Master’s degree,5.0,73507.0
23322,Italy,Master’s degree,11.0,51888.0
23325,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,59459.0
23329,Italy,Master’s degree,16.0,32429.0
23338,Italy,Bachelor’s degree,4.0,28105.0
23346,Germany,Master’s degree,7.0,64859.0
23354,France,Master’s degree,15.0,75669.0
23360,Germany,Less than a Bachelors degree,4.0,50592.0
23362,Netherlands,Master’s degree,19.0,71052.0
23379,Canada,Less than a Bachelors degree,3.0,41597.0
23381,India,Bachelor’s degree,4.0,13962.0
23383,Germany,Less than a Bachelors degree,3.0,47563.0
23388,India,Bachelor’s degree,3.0,18616.0
23397,United States of America,Bachelor’s degree,8.0,145000.0
23402,Spain,Bachelor’s degree,0.5,19458.0
23406,Germany,Less than a Bachelors degree,5.0,42804.0
23408,Germany,Master’s degree,16.0,75669.0
23413,Spain,Bachelor’s degree,3.0,70264.0
23419,France,Bachelor’s degree,3.0,37834.0
23434,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,27.0,79107.0
23437,Australia,Bachelor’s degree,6.0,93533.0
23441,Netherlands,Less than a Bachelors degree,19.0,51888.0
23442,Germany,Master’s degree,6.0,86478.0
23443,Spain,Bachelor’s degree,2.0,28105.0
23444,India,Bachelor’s degree,2.0,36300.0
23445,France,Master’s degree,14.0,51108.0
23447,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,77556.0
23448,Italy,Bachelor’s degree,2.0,19452.0
23449,India,Bachelor’s degree,8.0,12845.0
23450,Netherlands,Bachelor’s degree,2.0,38916.0
23457,Netherlands,Less than a Bachelors degree,22.0,36324.0
23464,Italy,Bachelor’s degree,20.0,41077.0
23471,United States of America,Post graduation,3.0,58000.0
23480,Spain,Bachelor’s degree,9.0,24214.0
23483,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,26364.0
23488,United Kingdom of Great Britain and Northern Ireland,Master’s degree,6.0,31022.0
23490,Germany,Master’s degree,3.0,46704.0
23493,Italy,Master’s degree,5.0,52968.0
23500,Italy,Bachelor’s degree,10.0,28536.0
23502,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,18.0,54780.0
23506,France,Master’s degree,15.0,45401.0
23514,Germany,Master’s degree,3.0,54590.0
23520,France,Bachelor’s degree,10.0,38916.0
23527,Germany,Bachelor’s degree,4.0,47563.0
23528,France,Master’s degree,4.0,45401.0
23529,Germany,Master’s degree,4.0,54049.0
23536,Germany,Master’s degree,2.0,49296.0
23538,Italy,Bachelor’s degree,16.0,24000.0
23539,Italy,Master’s degree,36.0,54049.0
23546,Italy,Less than a Bachelors degree,21.0,49296.0
23547,Germany,Post graduation,20.0,97288.0
23548,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,16.0,102115.0
23558,Germany,Master’s degree,20.0,73944.0
23564,India,Master’s degree,3.0,32182.0
23565,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,239130.0
23566,France,Master’s degree,20.0,162147.0
23571,Italy,Less than a Bachelors degree,4.0,23352.0
23581,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,105993.0
23583,Netherlands,Less than a Bachelors degree,10.0,45396.0
23590,Italy,Less than a Bachelors degree,6.0,25944.0
23600,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,74970.0
23603,France,Master’s degree,3.0,49725.0
23619,Germany,Post graduation,19.0,71340.0
23621,Netherlands,Bachelor’s degree,11.0,50328.0
23623,France,Bachelor’s degree,28.0,51888.0
23634,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,14.0,96945.0
23637,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,96945.0
23643,France,Master’s degree,5.0,51887.0
23646,Netherlands,Bachelor’s degree,5.0,59454.0
23648,Germany,Less than a Bachelors degree,5.0,64860.0
23649,India,Bachelor’s degree,5.0,18150.0
23653,Spain,Less than a Bachelors degree,18.0,64859.0
23660,Netherlands,Bachelor’s degree,2.0,21408.0
23665,Italy,Post graduation,7.0,48644.0
23669,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,15.0,54289.0
23679,France,Master’s degree,14.0,70264.0
23680,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,15.0,96945.0
23683,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,35.0,64630.0
23684,India,Bachelor’s degree,9.0,33508.0
23686,Netherlands,Bachelor’s degree,5.0,70264.0
23689,Germany,Master’s degree,7.0,77831.0
23690,Italy,Post graduation,7.0,47563.0
23691,Spain,Bachelor’s degree,16.0,34591.0
23697,Spain,Master’s degree,15.0,45401.0
23702,Netherlands,Less than a Bachelors degree,3.0,31128.0
23707,India,Bachelor’s degree,10.0,26527.0
23710,Italy,Less than a Bachelors degree,10.0,51888.0
23715,India,Master’s degree,6.0,33508.0
23717,France,Master’s degree,12.0,62697.0
23722,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,7.0,62045.0
23732,Spain,Less than a Bachelors degree,22.0,51887.0
23736,Italy,Master’s degree,4.0,37834.0
23738,Germany,Master’s degree,4.0,54049.0
23740,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,18.0,32315.0
23741,Germany,Master’s degree,21.0,44748.0
23744,Netherlands,Less than a Bachelors degree,9.0,66156.0
23747,India,Bachelor’s degree,6.0,44678.0
23748,Germany,Master’s degree,20.0,97288.0
23753,Spain,Master’s degree,3.0,32429.0
23754,Italy,Less than a Bachelors degree,3.0,28105.0
23764,France,Bachelor’s degree,3.0,32429.0
23772,Germany,Master’s degree,6.0,45401.0
23782,France,Post graduation,23.0,55776.0
23786,United Kingdom of Great Britain and Northern Ireland,Post graduation,18.0,77556.0
23790,Germany,Bachelor’s degree,15.0,48644.0
23792,Italy,Bachelor’s degree,15.0,25944.0
23794,Germany,Bachelor’s degree,24.0,51888.0
23795,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,2.0,49765.0
23796,Germany,Master’s degree,14.0,64859.0
23798,India,Master’s degree,7.0,16752.0
23799,Australia,Less than a Bachelors degree,14.0,71820.0
23806,India,Bachelor’s degree,7.0,16752.0
23807,Germany,Master’s degree,5.0,18156.0
23816,India,Bachelor’s degree,8.0,12286.0
23817,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,7.0,69800.0
23819,Spain,Master’s degree,3.0,42158.0
23823,United States of America,Bachelor’s degree,35.0,16250.0
23829,Germany,Less than a Bachelors degree,2.0,54049.0
23832,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,81433.0
23842,Germany,Master’s degree,8.0,68102.0
23857,India,Bachelor’s degree,3.0,13962.0
23864,Italy,Less than a Bachelors degree,20.0,19452.0
23866,Germany,Bachelor’s degree,9.0,92964.0
23868,Italy,Master’s degree,3.0,42158.0
23870,Germany,Master’s degree,10.0,91883.0
23871,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25852.0
23874,United States of America,Less than a Bachelors degree,20.0,240000.0
23882,Netherlands,Less than a Bachelors degree,36.0,81074.0
23883,Spain,Bachelor’s degree,22.0,57292.0
23887,United States of America,Master’s degree,3.0,85000.0
23892,Germany,Less than a Bachelors degree,0.5,21408.0
23895,Germany,Less than a Bachelors degree,7.0,64859.0
23897,Germany,Master’s degree,2.0,55130.0
23902,France,Master’s degree,5.0,37620.0
23915,India,Bachelor’s degree,1.0,27923.0
23917,United Kingdom of Great Britain and Northern Ireland,Master’s degree,20.0,50411.0
23921,Germany,Master’s degree,13.0,70264.0
23923,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,37485.0
23924,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,77556.0
23926,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,109871.0
23935,Australia,Master’s degree,21.0,100214.0
23945,India,Bachelor’s degree,5.0,41885.0
23947,India,Bachelor’s degree,6.0,18150.0
23951,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,51704.0
23952,Spain,Bachelor’s degree,3.0,30267.0
23959,Germany,Master’s degree,30.0,81074.0
23968,India,Bachelor’s degree,7.0,156371.0
23969,India,Bachelor’s degree,9.0,118675.0
23970,Germany,Master’s degree,5.0,41508.0
23976,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,90482.0
23986,Germany,Master’s degree,8.0,70264.0
23988,Spain,Bachelor’s degree,15.0,86478.0
23990,Germany,Master’s degree,4.0,59454.0
23995,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,58167.0
24000,Germany,Less than a Bachelors degree,7.0,67452.0
24012,Germany,Master’s degree,2.0,54481.0
24013,Italy,Less than a Bachelors degree,13.0,37834.0
24023,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,23.0,56228.0
24030,Germany,Bachelor’s degree,7.0,51888.0
24031,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,129259.0
24033,Spain,Master’s degree,2.0,21079.0
24035,India,Master’s degree,4.0,19546.0
24036,Netherlands,Master’s degree,3.0,55776.0
24037,Germany,Bachelor’s degree,4.0,72426.0
24039,Germany,Bachelor’s degree,10.0,80424.0
24043,France,Less than a Bachelors degree,10.0,51888.0
24063,India,Bachelor’s degree,4.0,39093.0
24065,Germany,Less than a Bachelors degree,1.0,38916.0
24069,India,Bachelor’s degree,14.0,44678.0
24083,Germany,Master’s degree,10.0,62156.0
24084,Germany,Master’s degree,7.0,75669.0
24085,France,Master’s degree,3.0,15564.0
24098,Spain,Bachelor’s degree,3.0,29186.0
24099,France,Less than a Bachelors degree,16.0,37140.0
24101,United Kingdom of Great Britain and Northern Ireland,Master’s degree,8.0,71093.0
24104,France,Master’s degree,15.0,34591.0
24107,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,51704.0
24110,Germany,Master’s degree,15.0,93396.0
24117,Spain,Master’s degree,5.0,37834.0
24124,France,Master’s degree,7.0,54049.0
24137,Germany,Bachelor’s degree,9.0,51887.0
24140,Germany,Bachelor’s degree,2.0,51888.0
24143,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,41363.0
24145,Germany,Bachelor’s degree,0.5,38916.0
24150,Germany,Master’s degree,25.0,108098.0
24151,Spain,Post graduation,21.0,50698.0
24152,France,Master’s degree,2.0,39996.0
24154,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,71093.0
24157,Germany,Master’s degree,2.0,64860.0
24166,Netherlands,Master’s degree,5.0,49725.0
24168,United Kingdom of Great Britain and Northern Ireland,Master’s degree,25.0,155111.0
24171,France,Master’s degree,7.0,35672.0
24176,India,Bachelor’s degree,3.0,10056.0
24180,India,Bachelor’s degree,0.5,13962.0
24184,Germany,Less than a Bachelors degree,22.0,73507.0
24189,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,58167.0
24195,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,20.0,78848.0
